Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2009,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),25.9,25.9,,,23.7,28.2,Gender,Male,C2,T15,NS010,AgeStdz,BOC02,GEN01,9002,
2008,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),92.6,92.6,,,91.4,93.6,Age,25-44,C2,T9,NS013,Crude,BOC03,AGE04,9003,
2008,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),92.3,92.3,,,90.8,93.5,Gender,Male,C2,T9,NS013,Crude,BOC02,GEN01,9002,
2017,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),25.8,25.8,,,23.4,28.4,Race,Non-Hispanic White,C2,T14,NS011,AgeStdz,BOC04,RAC01,9003,
2002,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS013,Crude,BOC02,GEN02,9003,
2013,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),35.1,35.1,,,32.7,37.7,Age,45-64,C2,T14,NS011,Crude,BOC03,AGE05,9003,
2005,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS012,AgeStdz,BOC04,RAC03,9002,
2012,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),4.3,4.3,,,3.6,5.2,Age,45-64,C1,T3,NS003,Crude,BOC03,AGE05,9003,
2001,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),8.0,8.0,,,7.4,8.6,Overall,Overall,C1,T1,NS001,Crude,BOC01,OVR01,9003,
2006,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS012,Crude,BOC04,RAC02,9003,
2015,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS012,Crude,BOC04,RAC04,9003,
2014,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS013,Crude,BOC04,RAC07,9002,
2006,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),10.6,10.6,,,8.6,13.1,Age,65+,C2,T15,NS010,Crude,BOC03,AGE06,9002,
2006,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T3,NS003,Crude,BOC04,RAC03,9002,
2003,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),89.1,89.1,,,87.7,90.4,Gender,Male,C2,T9,NS012,AgeStdz,BOC02,GEN01,9002,
2002,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),5.2,5.2,,,4.6,5.8,Race,Non-Hispanic White,C1,T4,NS002,Crude,BOC04,RAC01,9003,
2012,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),2.1,2.1,,,1.5,2.9,Race,Hispanic,C1,T3,NS003,AgeStdz,BOC04,RAC04,9003,
2007,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),29.6,29.6,,,20.0,41.5,Race,Other,C2,T15,NS010,Crude,BOC04,RAC07,9002,
2002,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS012,AgeStdz,BOC04,RAC07,9003,
2006,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),4.3,4.3,,,3.8,4.9,Overall,Overall,C1,T4,NS002,AgeStdz,BOC01,OVR01,9003,
2015,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),15.3,15.3,,,14.3,16.4,Overall,Overall,C2,T15,NS010,Crude,BOC01,OVR01,9003,
2004,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),32.4,32.4,,,30.2,34.7,Gender,Male,C2,T14,NS011,AgeStdz,BOC02,GEN01,9002,
2001,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),12.9,12.9,,,8.2,19.7,Race,Non-Hispanic Asian,C2,T15,NS010,AgeStdz,BOC04,RAC03,9002,
2014,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,75+,C2,T9,NS013,Crude,BOC03,AGE08,9002,
2002,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),0.4,0.4,,,0.2,0.6,Age,25-44,C1,T6,NS004,Crude,BOC03,AGE04,9003,
2008,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS013,AgeStdz,BOC04,RAC07,9003,
2008,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),13.4,13.4,,,11.5,15.7,Age,65+,C1,T3,NS003,Crude,BOC03,AGE06,9002,
2001,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),17.2,17.2,,,12.0,24.1,Race,Hispanic,C2,T15,NS010,AgeStdz,BOC04,RAC04,9002,
2007,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,65+,C2,T9,NS013,Crude,BOC03,AGE06,9002,
2010,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS012,AgeStdz,BOC04,RAC04,9002,
2008,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS012,Crude,BOC04,RAC03,9002,
2009,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Overall,Overall,C2,T9,NS012,AgeStdz,BOC01,OVR01,9002,
2011,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,AgeStdz,BOC04,RAC02,9002,
2006,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),4.8,4.8,,,3.8,5.9,Gender,Male,C1,T3,NS003,Crude,BOC02,GEN01,9002,
2007,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),3.7,3.7,,,3.1,4.3,Race,Non-Hispanic White,C1,T3,NS003,AgeStdz,BOC04,RAC01,9002,
2007,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Male,C2,T9,NS012,Crude,BOC02,GEN01,9003,
2009,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T6,NS004,Crude,BOC04,RAC07,9002,
2014,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.4,3.4,,,2.7,4.3,Age,45-64,C1,T6,NS004,Crude,BOC03,AGE05,9003,
2005,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),4.6,4.6,,,4.1,5.2,Overall,Overall,C1,T4,NS002,AgeStdz,BOC01,OVR01,9002,
2014,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.4,2.4,,,2.0,3.0,Gender,Female,C1,T6,NS004,AgeStdz,BOC02,GEN02,9002,
2010,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),34.9,34.9,,,28.8,41.5,Race,Non-Hispanic Asian,C2,T14,NS011,AgeStdz,BOC04,RAC03,9003,
2012,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),3.0,3.0,,,2.5,3.5,Gender,Female,C1,T6,NS004,AgeStdz,BOC02,GEN02,9003,
2010,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),25.8,25.8,,,23.8,28.0,Age,65+,C1,T1,NS001,Crude,BOC03,AGE06,9003,
2017,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,65+,C2,T9,NS013,Crude,BOC03,AGE06,9003,
2006,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,35+,C2,T9,NS013,Crude,BOC03,AGE07,9003,
2002,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),1.7,1.7,,,1.1,2.6,Race,Hispanic,C1,T3,NS003,AgeStdz,BOC04,RAC04,9003,
2016,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.9,2.9,,,2.5,3.3,Race,Non-Hispanic White,C1,T6,NS004,AgeStdz,BOC04,RAC01,9003,
2005,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),17.1,17.1,,,13.8,20.8,Race,Hispanic,C2,T15,NS010,AgeStdz,BOC04,RAC04,9002,
2016,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T1,NS001,AgeStdz,BOC04,RAC07,9002,
2012,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),3.1,3.1,,,2.3,4.2,Race,Non-Hispanic Black,C1,T3,NS003,Crude,BOC04,RAC02,9003,
2014,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),2.1,2.1,,,1.2,3.6,Race,Non-Hispanic Asian,C1,T4,NS002,AgeStdz,BOC04,RAC03,9003,
2017,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,35+,C2,T9,NS012,Crude,BOC03,AGE07,9003,
2014,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),8.0,8.0,,,7.1,9.1,Overall,Overall,C1,T1,NS001,Crude,BOC01,OVR01,9002,
2017,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),4.2,4.2,,,3.6,5.0,Gender,Male,C1,T3,NS003,AgeStdz,BOC02,GEN01,9002,
2017,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),11.3,11.3,,,9.3,13.6,Race,Hispanic,C2,T15,NS010,Crude,BOC04,RAC04,9003,
2003,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS012,Crude,BOC04,RAC07,9002,
2017,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),7.7,7.7,,,7.0,8.5,Race,Non-Hispanic White,C1,T1,NS001,AgeStdz,BOC04,RAC01,9003,
2013,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),5.2,5.2,,,4.2,6.5,Age,45-64,C1,T3,NS003,Crude,BOC03,AGE05,9002,
2007,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,35+,C2,T9,NS012,Crude,BOC03,AGE07,9002,
2010,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),37.5,37.5,,,28.0,48.0,Race,Other,C2,T14,NS011,AgeStdz,BOC04,RAC07,9003,
2005,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),0.5,0.5,,,0.3,0.7,Race,Non-Hispanic Asian,C1,T1,NS001,Crude,BOC04,RAC03,9002,
2017,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Overall,Overall,C2,T9,NS013,Crude,BOC01,OVR01,9003,
2000,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),3.6,3.6,,,3.1,4.2,Race,Non-Hispanic White,C1,T4,NS002,AgeStdz,BOC04,RAC01,9002,
2015,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),19.6,19.6,,,17.6,21.8,Age,45-64,C2,T15,NS010,Crude,BOC03,AGE05,9002,
2013,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),25.6,25.6,,,23.2,28.2,Gender,Male,C2,T14,NS011,Crude,BOC02,GEN01,9002,
2012,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),25.2,25.2,,,22.8,27.7,Race,Non-Hispanic White,C2,T14,NS011,Crude,BOC04,RAC01,9002,
2004,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),25.9,25.9,,,17.4,36.8,Race,Other,C2,T14,NS011,Crude,BOC04,RAC07,9002,
2017,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),2.2,2.2,,,1.6,3.2,Race,Hispanic,C1,T3,NS003,Crude,BOC04,RAC04,9003,
2012,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Male,C2,T9,NS012,AgeStdz,BOC02,GEN01,9002,
2010,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T1,NS001,AgeStdz,BOC04,RAC03,9002,
2006,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T6,NS004,AgeStdz,BOC04,RAC03,9003,
2013,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),5.0,5.0,,,4.4,5.5,Race,Non-Hispanic White,C1,T4,NS002,AgeStdz,BOC04,RAC01,9002,
2008,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),6.0,6.0,,,5.0,7.2,Gender,Male,C1,T4,NS002,AgeStdz,BOC02,GEN01,9002,
2007,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T1,NS001,Crude,BOC04,RAC03,9002,
2001,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS012,AgeStdz,BOC04,RAC04,9002,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),3.3,3.3,,,2.9,3.8,Overall,Overall,C1,T3,NS003,AgeStdz,BOC01,OVR01,9002,
2001,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),25.0,25.0,,,23.1,26.9,Age,45-64,C2,T15,NS010,Crude,BOC03,AGE05,9002,
2004,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T6,NS004,Crude,BOC04,RAC07,9003,
2013,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS013,Crude,BOC02,GEN02,9003,
2010,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T1,NS001,Crude,BOC04,RAC07,9003,
2013,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),22.1,22.1,,,18.2,26.5,Age,18-24,C2,T14,NS011,Crude,BOC03,AGE01,9002,
2012,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,65+,C2,T9,NS012,Crude,BOC03,AGE06,9002,
2004,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),4.3,4.3,,,3.5,5.2,Age,45-64,C1,T4,NS002,Crude,BOC03,AGE05,9002,
2003,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),92.0,92.0,,,91.2,92.7,Overall,Overall,C2,T9,NS013,AgeStdz,BOC01,OVR01,9003,
2000,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),10.7,10.7,,,8.7,13.3,Age,75+,C1,T6,NS004,Crude,BOC03,AGE08,9002,
2008,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),29.5,29.5,,,26.7,32.4,Race,Non-Hispanic White,C2,T14,NS011,AgeStdz,BOC04,RAC01,9002,
2001,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),27.2,27.2,,,25.8,28.6,Gender,Male,C2,T15,NS010,Crude,BOC02,GEN01,9003,
